ID,label
1159,0
1160,6
1161,5
1162,1
1163,2
1164,4
1165,0
1166,0
1167,8
1168,1
1169,1
1170,2
1171,0
1172,5
1173,8
1174,2
1175,1
1176,0
1177,0
1178,1
1179,1
1180,0
1181,2
1182,6
1183,1
1184,0
1185,1
1186,1
1187,0
1188,2
1189,0
1190,0
1191,1
1192,0
1193,2
1194,1
1195,0
1196,2
1197,0
1198,0
1199,2
1200,0
1201,0
1202,2
1203,0
1204,6
1205,0
1206,0
1207,1
1208,4
1209,0
1210,0
1211,3
1212,3
1213,2
1214,1
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,0
1223,0
1224,1
1225,2
1226,2
1227,0
1228,2
1229,0
1230,0
1231,0
1232,8
1233,0
1234,3
1235,0
1236,2
1237,0
1238,0
1239,0
1240,4
1241,0
1242,1
1243,2
1244,0
1245,0
1246,6
1247,3
1248,0
1249,0
1250,2
1251,0
1252,2
1253,2
1254,4
1255,6
1256,2
1257,0
1258,2
1259,0
1260,2
1261,0
1262,2
1263,3
1264,0
1265,1
1266,2
1267,0
1268,1
1269,2
1270,2
1271,1
1272,3
1273,0
1274,0
1275,1
1276,6
1277,3
1278,0
1279,5
1280,1
1281,0
1282,0
1283,0
1284,2
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,4
1292,0
1293,2
1294,0
1295,2
1296,0
1297,3
1298,5
1299,0
1300,5
1301,0
1302,0
1303,0
1304,0
1305,1
1306,0
1307,1
1308,0
1309,0
1310,2
1311,2
1312,3
1313,2
1314,1
1315,0
1316,1
1317,1
1318,0
1319,0
1320,1
1321,0
1322,1
1323,0
1324,0
1325,1
1326,6
1327,0
1328,2
1329,6
1330,3
1331,2
1332,0
1333,5
1334,2
1335,0
1336,1
1337,0
1338,1
1339,2
1340,1
1341,0
1342,0
1343,0
1344,2
1345,1
1346,0
1347,5
1348,2
1349,1
1350,0
1351,2
1352,2
1353,1
1354,0
1355,0
1356,0
1357,0
1358,1
1359,1
1360,2
1361,2
1362,0
1363,0
1364,0
1365,2
1366,0
1367,0
1368,0
1369,1
1370,1
1371,0
1372,0
1373,3
1374,0
1375,2
1376,0
1377,0
1378,1
1379,0
1380,6
1381,0
1382,0
1383,6
1384,0
1385,0
1386,2
1387,1
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,2
1396,0
1397,2
1398,0
1399,3
1400,5
1401,0
1402,0
1403,1
1404,3
1405,0
1406,3
1407,0
1408,2
1409,0
1410,0
1411,1
1412,2
1413,0
1414,3
1415,0
1416,4
1417,2
1418,0
1419,0
1420,2
1421,2
1422,0
1423,2
1424,2
1425,3
1426,0
1427,0
1428,0
1429,2
1430,1
1431,2
1432,0
1433,2
1434,2
1435,1
1436,0
1437,2
1438,0
1439,1
1440,0
1441,1
1442,4
1443,2
1444,1
1445,0
1446,2
1447,0
1448,2
1449,2
1450,1
1451,0
1452,2
1453,0
1454,4
1455,8
1456,4
1457,4
1458,0
1459,2
1460,0
1461,0
1462,2
1463,0
1464,0
1465,0
1466,0
1467,2
1468,0
1469,2
1470,0
1471,2
1472,0
1473,0
1474,0
1475,3
1476,0
1477,0
1478,1
1479,2
1480,2
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,0
1489,2
1490,2
1491,0
1492,3
1493,1
1494,1
1495,1
1496,0
1497,0
1498,1
1499,0
1500,2
1501,0
1502,0
1503,1
1504,0
1505,1
1506,8
1507,2
1508,1
1509,0
1510,0
1511,2
1512,1
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,2
1520,0
1521,8
1522,0
1523,6
1524,2
1525,0
1526,0
1527,2
1528,0
1529,0
1530,0
1531,8
1532,0
1533,2
1534,0
1535,0
1536,1
1537,1
1538,0
1539,2
1540,2
1541,0
1542,4
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,2
1550,2
1551,2
1552,0
1553,1
1554,1
1555,1
1556,4
1557,1
1558,5
1559,2
1560,5
1561,0
1562,0
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,2
1571,6
1572,0
1573,0
1574,0
1575,0
1576,2
1577,0
1578,0
1579,3
1580,2
1581,0
1582,3
1583,1
1584,3
1585,0
1586,3
1587,5
1588,2
1589,3
1590,0
1591,2
1592,0
1593,0
1594,0
1595,0
1596,0
1597,2
1598,0
1599,4
1600,2
1601,5
1602,1
1603,0
1604,0
1605,5
1606,2
1607,0
1608,1
1609,0
1610,2
1611,0
1612,2
1613,1
1614,0
1615,1
1616,0
1617,1
1618,0
1619,0
1620,6
1621,0
1622,0
1623,2
1624,0
1625,2
1626,5
1627,0
1628,0
1629,3
1630,0
1631,0
1632,0
1633,1
1634,1
1635,2
1636,1
1637,1
1638,1
1639,2
1640,5
1641,3
1642,0
1643,0
1644,5
1645,0
1646,0
1647,0
1648,0
1649,2
1650,3
1651,5
1652,2
1653,2
1654,0
1655,0
1656,0
1657,5
1658,0
1659,0
1660,2
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,8
1671,0
1672,1
1673,2
1674,0
1675,1
1676,0
1677,0
1678,0
1679,2
1680,0
1681,2
1682,0
1683,3
1684,2
1685,1
1686,0
1687,0
1688,1
1689,3
1690,2
1691,1
1692,5
1693,3
1694,1
1695,0
1696,0
1697,0
1698,3
1699,5
1700,3
1701,0
1702,0
1703,0
1704,1
1705,4
1706,1
1707,0
1708,1
1709,0
1710,0
1711,0
1712,0
1713,4
1714,0
1715,4
1716,5
1717,5
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,6
1725,0
1726,2
1727,3
1728,0
1729,0
1730,0
1731,1
1732,1
1733,0
1734,0
1735,6
1736,0
1737,0
1738,0
1739,1
1740,2
1741,0
1742,4
1743,2
1744,1
1745,0
1746,0
1747,0
1748,0
1749,1
1750,0
1751,1
1752,0
1753,2
1754,2
1755,0
1756,2
1757,0
1758,0
1759,0
1760,2
1761,3
1762,6
1763,1
1764,1
1765,1
1766,2
1767,0
1768,0
1769,0
1770,1
1771,0
1772,6
1773,1
1774,2
1775,5
1776,1
1777,2
1778,2
1779,0
1780,0
1781,0
1782,3
1783,2
1784,2
1785,2
1786,0
1787,0
1788,1
1789,2
1790,0
1791,0
1792,1
1793,5
1794,0
1795,0
1796,0
1797,6
1798,0
1799,2
1800,0
1801,1
1802,0
1803,0
1804,1
1805,0
1806,2
1807,0
1808,8
1809,1
1810,0
1811,0
1812,2
1813,1
1814,1
1815,0
1816,2
1817,2
1818,0
1819,2
1820,0
1821,0
1822,0
1823,1
1824,0
1825,1
1826,3
1827,1
1828,0
1829,0
1830,0
1831,0
1832,2
1833,2
1834,4
1835,6
1836,0
1837,1
1838,0
1839,4
1840,1
1841,1
1842,4
1843,2
1844,1
1845,2
1846,1
1847,3
1848,0
1849,5
1850,2
1851,2
1852,2
1853,2
1854,1
1855,2
1856,0
1857,1
1858,0
1859,2
1860,1
1861,0
1862,0
1863,0
1864,2
1865,1
1866,2
1867,0
1868,5
1869,0
1870,0
1871,3
1872,0
1873,0
1874,0
1875,0
1876,0
1877,1
1878,0
1879,2
1880,0
1881,0
1882,5
1883,2
1884,3
1885,0
1886,1
1887,2
1888,0
1889,1
1890,5
1891,1
1892,0
1893,6
1894,2
1895,0
1896,1
1897,0
1898,2
1899,0
1900,2
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,1
1908,1
1909,3
1910,1
1911,0
1912,0
1913,1
1914,1
1915,0
1916,5
1917,1
1918,1
1919,2
1920,2
1921,0
1922,0
1923,4
1924,5
1925,1
1926,2
1927,3
1928,0
1929,2
1930,2
1931,2
1932,0
1933,2
1934,0
1935,2
1936,5
1937,3
1938,0
1939,4
1940,0
1941,0
1942,2
1943,2
1944,2
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,2
1952,0
1953,0
1954,0
1955,0
1956,2
1957,0
1958,0
1959,0
1960,0
1961,2
1962,2
1963,0
1964,1
1965,1
1966,0
1967,2
1968,0
1969,2
1970,0
1971,0
1972,1
1973,2
1974,5
1975,2
1976,1
1977,1
1978,0
1979,0
1980,0
1981,0
1982,3
1983,2
1984,2
1985,2
1986,1
1987,0
1988,0
1989,6
1990,3
1991,1
1992,0
1993,0
1994,2
1995,0
1996,0
1997,2
1998,2
1999,0
2000,2
2001,2
2002,3
2003,0
2004,3
2005,0
2006,0
2007,0
2008,0
2009,2
2010,9
2011,0
2012,2
2013,0
2014,1
2015,2
2016,2
2017,0
2018,1
2019,2
2020,0
2021,0
2022,0
2023,0
2024,2
2025,2
2026,0
2027,1
2028,2
2029,3
2030,2
2031,0
2032,1
2033,4
2034,2
2035,2
2036,0
2037,0
2038,0
2039,0
2040,1
2041,0
2042,6
2043,0
2044,2
2045,0
2046,2
2047,5
2048,0
2049,1
2050,4
2051,0
2052,0
2053,5
2054,0
2055,0
2056,0
2057,0
2058,0
2059,1
2060,2
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,2
2069,6
2070,0
2071,1
2072,0
2073,0
2074,0
2075,2
2076,1
2077,2
2078,0
2079,0
2080,1
2081,0
2082,2
2083,1
2084,0
2085,1
2086,2
2087,0
2088,2
2089,1
2090,0
2091,1
2092,4
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,3
2100,2
2101,0
2102,2
2103,4
2104,3
2105,0
2106,2
2107,3
2108,5
2109,2
2110,2
2111,0
2112,0
2113,3
2114,0
2115,4
2116,2
2117,1
2118,0
2119,0
2120,0
2121,2
2122,0
2123,2
2124,0
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,2
2133,0
2134,0
2135,2
2136,1
2137,2
2138,0
2139,1
2140,0
2141,1
2142,0
2143,2
2144,0
2145,0
2146,0
2147,2
2148,1
2149,2
2150,1
2151,0
2152,3
2153,2
2154,0
2155,4
2156,5
2157,0
2158,1
2159,3
2160,3
2161,2
2162,0
2163,0
2164,4
2165,0
2166,0
2167,0
2168,2
2169,0
2170,0
2171,0
2172,1
2173,3
2174,1
2175,4
2176,2
2177,0
2178,2
2179,0
2180,1
2181,2
2182,0
2183,2
2184,0
2185,0
2186,4
2187,2
2188,1
2189,5
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,3
2197,5
2198,3
2199,0
2200,0
2201,0
2202,0
2203,2
2204,0
2205,0
2206,1
2207,0
2208,2
2209,6
2210,0
2211,0
2212,2
2213,2
2214,5
2215,0
2216,0
2217,2
2218,0
2219,1
2220,0
2221,0
2222,0
2223,2
2224,2
2225,2
2226,2
2227,1
2228,0
2229,4
2230,6
2231,1
2232,0
2233,2
2234,5
2235,2
2236,1
2237,0
2238,0
2239,1
2240,0
2241,0
2242,0
2243,0
2244,0
2245,5
2246,0
2247,6
2248,0
2249,2
2250,2
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,2
2259,0
2260,0
2261,0
2262,0
2263,1
2264,2
2265,2
2266,0
2267,1
2268,2
2269,2
2270,2
2271,0
2272,0
2273,2
2274,2
2275,2
2276,2
2277,2
2278,0
2279,2
2280,1
2281,2
2282,0
2283,0
2284,0
2285,2
2286,0
2287,0
2288,1
2289,0
2290,2
2291,6
2292,0
2293,0
2294,1
2295,6
2296,2
2297,0
2298,3
2299,1
2300,6
2301,2
2302,0
2303,0
2304,4
2305,1
2306,2
2307,0
2308,0
2309,2
2310,0
2311,0
2312,2
2313,0
2314,0
2315,2
2316,2
2317,2
2318,0
2319,1
2320,0
2321,2
2322,0
2323,2
2324,2
2325,2
2326,1
2327,0
2328,0
2329,3
2330,2
2331,1
2332,1
2333,1
2334,0
2335,4
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,2
2347,2
2348,0
2349,2
2350,0
2351,0
2352,0
2353,2
2354,0
2355,1
2356,5
2357,1
2358,0
2359,0
2360,5
2361,2
2362,2
2363,0
2364,0
2365,0
2366,0
2367,2
2368,1
2369,2
2370,2
2371,0
2372,6
2373,2
2374,0
2375,0
2376,0
2377,0
2378,2
2379,8
2380,0
2381,0
2382,0
2383,1
2384,0
2385,0
2386,0
2387,3
2388,0
2389,0
2390,0
2391,1
2392,0
2393,3
2394,0
2395,1
2396,0
2397,2
2398,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,1
2406,1
2407,3
2408,5
2409,0
2410,5
2411,0
2412,3
2413,5
2414,2
2415,0
2416,5
2417,0
2418,1
2419,2
2420,1
2421,1
2422,0
2423,1
2424,1
2425,0
2426,0
2427,2
2428,6
2429,1
2430,2
2431,3
2432,0
2433,0
2434,1
2435,0
2436,0
2437,0
2438,0
2439,2
2440,2
2441,2
2442,0
2443,2
2444,1
2445,0
2446,5
2447,5
2448,0
2449,2
2450,0
2451,0
2452,0
2453,5
2454,2
2455,2
2456,1
2457,2
2458,0
2459,4
2460,1
2461,1
2462,1
2463,1
2464,5
2465,2
2466,1
2467,2
2468,2
2469,0
2470,0
2471,0
2472,5
2473,0
2474,0
2475,3
2476,0
2477,2
2478,0
2479,0
2480,6
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,2
2488,1
2489,1
2490,2
2491,1
2492,0
2493,0
2494,2
2495,0
2496,0
2497,0
2498,0
2499,0
2500,6
2501,0
2502,0
2503,0
2504,1
2505,0
2506,0
2507,1
2508,2
2509,3
2510,0
2511,3
2512,0
2513,0
2514,2
2515,5
2516,0
2517,2
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,1
2526,0
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,0
2534,1
2535,0
2536,0
2537,2
2538,1
2539,1
2540,2
2541,0
2542,3
2543,0
2544,6
2545,2
2546,4
2547,1
2548,2
2549,0
2550,0
2551,0
2552,3
2553,3
2554,0
2555,4
2556,0
2557,0
2558,4
2559,1
2560,0
2561,0
2562,0
2563,4
2564,0
2565,0
2566,5
2567,2
2568,2
2569,0
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,7
2581,2
2582,1
2583,4
2584,0
2585,1
2586,2
2587,0
2588,0
2589,2
2590,1
2591,1
2592,2
2593,0
2594,0
2595,0
2596,0
2597,0
2598,2
2599,2
2600,0
2601,0
2602,5
2603,6
2604,0
2605,1
2606,5
2607,0
2608,0
2609,0
2610,1
2611,1
2612,0
2613,4
2614,0
2615,0
2616,0
2617,2
2618,2
2619,0
2620,2
2621,1
2622,2
2623,2
2624,0
2625,0
2626,1
2627,0
2628,4
2629,4
2630,2
2631,0
2632,1
2633,0
2634,2
2635,0
2636,5
2637,0
2638,3
2639,1
2640,0
2641,0
2642,0
2643,6
2644,0
2645,3
2646,8
2647,0
2648,2
2649,1
2650,1
2651,6
2652,0
2653,5
2654,0
2655,0
2656,0
2657,2
2658,0
2659,0
2660,1
2661,2
2662,2
2663,0
2664,2
2665,0
2666,4
2667,0
2668,0
2669,0
2670,1
2671,0
2672,1
2673,0
2674,0
2675,0
2676,2
2677,2
2678,2
2679,0
2680,0
2681,0
2682,0
2683,2
2684,1
2685,0
2686,0
2687,6
2688,0
2689,0
2690,0
2691,0
2692,0
2693,4
2694,0
2695,3
2696,0
2697,8
2698,8
2699,0
2700,0
2701,0
2702,6
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,4
2712,0
2713,0
2714,2
2715,0
2716,4
2717,0
2718,0
2719,0
2720,0
2721,1
2722,1
2723,1
2724,4
2725,1
2726,1
2727,5
2728,5
2729,3
2730,0
2731,2
2732,5
2733,0
2734,0
2735,0
2736,2
2737,2
2738,1
2739,6
2740,0
2741,1
2742,4
2743,0
2744,0
2745,1
2746,1
2747,0
2748,0
2749,2
2750,8
2751,0
2752,0
2753,1
2754,0
2755,2
2756,4
2757,2
2758,5
2759,2
2760,0
2761,0
2762,1
2763,0
2764,1
2765,0
2766,2
2767,0
2768,0
2769,2
2770,0
2771,0
2772,2
2773,0
2774,2
2775,0
2776,3
2777,0
2778,1
2779,0
2780,1
2781,0
2782,0
2783,2
2784,0
2785,2
2786,0
2787,5
2788,2
2789,2
2790,2
2791,2
2792,0
2793,0
2794,0
2795,2
2796,0
2797,5
2798,0
2799,2
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,2
2807,1
2808,1
2809,4
2810,2
2811,0
2812,1
2813,0
2814,0
2815,4
2816,0
2817,0
2818,1
2819,0
2820,0
2821,2
2822,2
2823,2
2824,0
2825,8
2826,3
2827,4
2828,0
2829,0
2830,1
2831,3
2832,3
2833,0
2834,2
2835,2
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,5
2844,1
2845,0
2846,0
2847,0
2848,2
2849,2
2850,0
2851,1
2852,0
2853,3
2854,3
2855,0
2856,0
2857,2
2858,6
2859,6
2860,5
2861,0
2862,1
2863,0
2864,8
2865,4
2866,0
2867,0
2868,6
2869,5
2870,1
2871,1
2872,1
2873,0
2874,0
2875,2
2876,0
2877,1
2878,1
2879,0
2880,0
2881,1
2882,0
2883,4
2884,0
2885,0
2886,1
2887,0
2888,2
2889,0
2890,0
2891,0
2892,2
2893,0
2894,2
2895,5
2896,1
2897,0
2898,2
2899,1
2900,2
2901,1
2902,0
2903,2
2904,2
2905,0
2906,2
2907,5
2908,4
2909,0
2910,0
2911,0
2912,2
2913,0
2914,0
2915,0
2916,5
2917,0
2918,0
2919,6
2920,2
2921,0
2922,5
2923,0
2924,1
2925,0
2926,1
2927,0
2928,1
2929,0
2930,2
2931,0
2932,0
2933,2
2934,4
2935,0
2936,2
2937,1
2938,2
2939,2
2940,0
2941,4
2942,0
2943,1
2944,5
2945,2
2946,3
2947,5
2948,2
2949,1
2950,1
2951,0
2952,5
2953,5
2954,0
2955,2
2956,5
2957,2
2958,2
2959,2
2960,1
2961,5
2962,0
2963,0
2964,0
2965,1
2966,1
2967,0
2968,8
2969,0
2970,0
2971,0
2972,2
2973,2
2974,0
2975,0
2976,0
2977,0
2978,2
2979,4
2980,0
2981,0
2982,2
2983,0
2984,2
2985,0
2986,1
2987,0
2988,2
2989,1
2990,0
2991,0
2992,4
2993,0
2994,0
2995,0
2996,0
2997,2
